RegionName,zori_current,zori_10yr_growth,zori_std,zhvi_current,zhvi_10yr_growth,zhvi_std,rental_yield,rental_yield_norm,zori_growth_norm,volatility_norm,zhvi_norm,volatility_score,zhvi_score,investment_score
"Blackfoot, ID",1254.1666666666667,0.03735528572467262,12.92238610601153,361911.82791172434,1.476265235723305,85015.2097892176,0.04158471439532758,0.14282902742960363,0.05675170159693119,0.013673959732242145,0.17084467098974493,0.9863260402677578,0.8291553290102551,0.3543378624054979
"Blacksburg, VA",1755.0341004025213,0.6034406818249152,204.15860643114462,268269.0965105689,1.9098138346718894,43777.27480083015,0.07850479044648567,0.43861527048833815,0.40233106484885034,0.2189774537667388,0.11249560635180646,0.7810225462332612,0.8875043936481936,0.5411003762614619
"Bloomington, IL",1359.6190476190477,0.6696761963843642,195.92924083592104,240557.25775098868,0.8093917063905989,22515.285133753507,0.06782347256517775,0.35304158741546565,0.442766001174366,0.210142738734648,0.09522827714403277,0.789857261265352,0.9047717228559672,0.5224950598571632
"Bloomington, IN",1452.610445110445,0.6198749382461964,183.0262081254877,294322.8227371884,1.4108238078634778,51879.12786779219,0.05922519082691187,0.2841562078567089,0.4123637205377448,0.19629056316566026,0.12872976070537562,0.8037094368343397,0.8712702392946243,0.4852405106003374
"Bloomsburg, PA",1406.888888888889,0.35559408415452576,105.6948550483992,232199.8286216831,1.2365261337560143,33442.78082060731,0.07270748978102452,0.39217003074011536,0.2510276219458281,0.11327074109351777,0.09002073817996935,0.8867292589064822,0.9099792618200306,0.5005200768430941
"Bluefield, WV",805.8333333333334,0.2379236538327642,50.36547437603334,136399.0614363888,1.2857624775268843,17496.49469442945,0.07089491597792051,0.37764854398196446,0.1791931025176449,0.05387134930733442,0.03032699502213293,0.9461286506926656,0.969673004977867,0.49101037898439914
"Boise City, ID",1774.0389049259018,1.0141102032875775,317.6719291007412,486187.2717943767,2.289667519942146,119548.1480015933,0.04378655734968388,0.16046915510355425,0.6530333665010665,0.34084077925974227,0.24828106994476207,0.6591592207402577,0.7517189300552379,0.46710140914531695
"Boone, NC",1855.079365079365,0.01726681366415512,51.359359356288174,501846.27344753273,2.3871529294787384,94120.829547136,0.04435811035922683,0.1650481683528056,0.04448824906626691,0.05493834414109452,0.25803824047956253,0.9450616558589054,0.7419617595204375,0.34257424918482715
"Boston, MA",3144.767607328984,0.5303272968475002,315.65369092681374,708240.4918281967,2.264090323517008,120420.79077647667,0.0532830468228891,0.236550551567473,0.35769738024976333,0.33867408014700806,0.38664309222827564,0.6613259198529919,0.6133569077717244,0.39553030944968903
"Boulder, CO",2325.9420174236125,0.6089082307188083,270.6435813365547,746885.9008798059,2.257928803872521,163840.02063189805,0.03737023844767292,0.10906463308515946,0.40566885112335394,0.290353041642665,0.41072316162578254,0.709646958357335,0.5892768383742175,0.3661835840799587
"Bowling Green, KY",1327.3974358974358,0.37981143010829027,140.55233560602255,253521.69793343687,1.6743548053967605,43393.321275020266,0.06283000374568094,0.3130362694441998,0.26581163695841714,0.15069232650005118,0.10330645840681281,0.8493076734999488,0.8966935415931871,0.4644888877245135
"Bozeman, MT",2344.272384665366,0.26949223048409715,164.51605879042626,709363.6349557774,1.7101842779509033,168154.50692081414,0.0396570492618192,0.12738548319297488,0.19846483906674534,0.17641881331028525,0.3873429260537984,0.8235811866897147,0.6126570739462016,0.33647558972977665
"Branson, MO",1257.8703703703702,0.08571699558939243,33.63760055436529,251910.29487514697,0.9187638265865481,50523.285890246065,0.05991991892163687,0.28972204181656647,0.08627517811824462,0.03591297856816285,0.10230238836529361,0.9640870214318371,0.8976976116347064,0.42435853561193804
"Breckenridge, CO",3469.565656565657,-0.018477830702194515,65.87795429626465,977815.8586970425,2.3713963218532594,236924.0758582887,0.04257937474471625,0.15079777720838244,0.022667139521865227,0.07052492216789834,0.5546163056413157,0.9294750778321017,0.4453836943586843,0.2975526377422013
"Bremerton, WA",1990.8906983541603,0.9677181783917042,300.72073377760137,569080.9598192218,2.59456686035766,120865.31631216359,0.04198117678693592,0.14600529719582572,0.6247123277780605,0.322642659562621,0.29993237366334535,0.6773573404373789,0.7000676263366546,0.4512940479328897
"Brenham, TX",1529.1666666666667,0.034761842060912644,26.593931765499512,358067.8966908944,0.9327875740906859,66093.65820961415,0.05124726391162852,0.22024081866847883,0.05516847649321699,0.028351179811016917,0.16844950600563996,0.9716488201889831,0.8315504939943601,0.3821316838525893
"Bridgeport, CT",2831.3282865005426,0.6732596233436404,350.67769671300874,642649.7406887743,1.4518558342106282,81998.19206479656,0.052868518085126805,0.23322954275338792,0.4449535834991839,0.37627444032336554,0.34577329998044004,0.6237255596766345,0.65422670001956,0.4169456740883932
"Brookings, SD",1189.6527777777778,0.22659211700572848,67.57000877942771,300285.1644716018,0.8721126383994687,44078.1104873081,0.04754092117222598,0.19054734802511308,0.17227551497991722,0.07234144362444825,0.13244491358536165,0.9276585563755517,0.8675550864146384,0.40018881362059466
"Brownsville, TX",1498.926274236619,0.5745182078306643,182.9372828601636,198799.40674846107,0.9678149471820174,26889.12794886888,0.09047871714022944,0.5345447259557535,0.3846747002518144,0.19619509658695494,0.06920883590357975,0.803804903413045,0.9307911640964203,0.5830603975500968
"Brunswick, GA",1820.357031857032,0.17521217011623186,77.47428594741045,300302.8809574752,1.4375906848210918,47791.328406213695,0.0727408418881525,0.39243723209830883,0.1409094888426779,0.08297427617581253,0.13245595278043765,0.9170257238241875,0.8675440472195624,0.46940728897892064
"Buffalo, NY",1355.8720454797224,0.7364513239618509,180.65653817876023,261434.56362245983,2.045733159752113,47932.981381157035,0.06223532313521101,0.30827196876001267,0.48353035621384344,0.19374658107406403,0.1082369885681151,0.8062534189259359,0.8917630114318849,0.5187948792965338
"Burlington, NC",1445.2953301127216,1.0440135211069945,239.26301909532162,283844.9233634567,1.0024125887968862,51711.89669218097,0.061102181275036097,0.2991937704050228,0.6712885089271818,0.2566641355246777,0.1222009504210128,0.7433358644753223,0.8777990495789872,0.5575111386931269
"Burlington, VT",2116.176803816338,0.6014988818165427,258.1987727514017,465793.8818367352,2.3801098471746243,83969.85939755812,0.05451793730235581,0.2464439118900339,0.40114565004204067,0.27699279701547797,0.23557388796682982,0.723007202984522,0.7644261120331701,0.43996531156884716
"Butte, MT",1369.4444444444443,0.10708053459030022,75.8830498440659,272456.18016890885,1.6903343579988541,60285.7019703004,0.060315509536783156,0.2928913273207805,0.09931702349281404,0.08126598926606785,0.11510459064102292,0.9187340107339321,0.884895409358977,0.41918798105884053
"Ca-¦on City, CO",1321.6666666666667,-0.0024762164368786065,7.953976971616038,339304.54671408737,1.0874085995447205,62388.127378817946,0.04674266865443545,0.18415212519506613,0.032435679227898334,0.008340076049799137,0.15675800679113217,0.9916599239502009,0.8432419932088678,0.366047737957323
"Calhoun, GA",1560.5555555555557,0.0753160731748177,67.75958771380306,267749.6535820742,1.4882499810695708,57228.868248995204,0.06994095572536874,0.37000586419065884,0.07992570475252497,0.0725449679231215,0.11217193991708214,0.9274550320768785,0.8878280600829178,0.4462538695256886
"California, MD",1804.9848484848487,0.613702896971833,211.60600912014664,412925.8511638161,1.529955830001802,65667.96370106298,0.05245449787357898,0.22991260801158447,0.40859586129203235,0.22697268495743325,0.2026316607073566,0.7730273150425667,0.7973683392926434,0.4488860985300212
"Canton, OH",1103.610459414118,0.7368054571945276,147.44063910290046,204938.4455186741,1.2224728746323366,28913.44307959417,0.06462099133938574,0.32738481766963423,0.4837465446862857,0.1580873313452354,0.07303408923246278,0.8419126686547647,0.9269659107675372,0.5371570152814461
"Cape Coral, FL",2044.2447505696955,0.9985205670622769,386.347632989045,370941.2948142341,1.888469345085671,82926.62185471067,0.0661315883396626,0.3394870086528965,0.6435163279108068,0.41456824542476056,0.17647095869042778,0.5854317545752394,0.8235290413095722,0.5282889568804058
"Cape Girardeau, MO",1073.9289321789322,0.19838183304686982,45.9863513229152,214305.29269530857,0.5594726425785781,29666.753319271702,0.0601345259562472,0.2914413721996732,0.15505392255796419,0.04917009939723039,0.0788705995860725,0.9508299006027696,0.9211294004139275,0.44537164580920524
"Carbondale, IL",862.8005698005699,0.4005803276699345,80.67978935544652,142303.35708919071,0.13084735708956832,12565.698470463882,0.07275729153120093,0.39256901888309803,0.2784904703009512,0.08641557536427386,0.034005979215908685,0.9135844246357261,0.9659940207840914,0.5198910356490789
"Carlsbad, NM",2072.222222222222,0.014321506781564557,56.29444198443922,225494.359319926,0.15510298154651736,19423.824311631397,0.11027622483179915,0.6931530238883392,0.04269022127032125,0.06023644983041303,0.08584254030105624,0.939763550169587,0.9141574596989438,0.5694367319402438
"Carson City, NV",1765.375,0.12895146210211955,55.19791443691915,480276.3912254805,2.4420045695560004,105000.94921797905,0.044108976387419986,0.16305222442687933,0.1126686154175155,0.05905926207577008,0.2445979826701698,0.9409407379242299,0.7554020173298301,0.3627498237138354
"Casper, WY",1372.6138306138307,0.2578778694637952,139.32785400106675,301449.20442949474,0.7603696935455994,36228.77018351515,0.05464060188361989,0.24742664268393044,0.19137459523847475,0.14937777242943112,0.13317023034757008,0.8506222275705688,0.8668297696524299,0.4131904581244713
"Cedar City, UT",1395.939393939394,0.037089485548840805,28.88663252787574,404947.6683120918,1.2786187870598191,94559.99208781232,0.0413665123621914,0.14108089561319853,0.056589437994745015,0.03081253089027966,0.19766043122757654,0.9691874691097203,0.8023395687724235,0.3474806403428894
"Cedar Rapids, IA",1171.6798941798943,0.3843596264133166,103.07433035121196,220069.11175626505,1.0672511596339647,28571.553866936472,0.06388974180861372,0.32152639118248905,0.268588184090464,0.11045745145820947,0.08246205239737935,0.8895425485417905,0.9175379476026206,0.478849316168755
"Centralia, WA",1396.2896825396826,0.057879927424330686,46.17067367924795,437161.3249475644,1.2914913219727842,102273.05607098014,0.03832790147318255,0.1167369777477017,0.06928142354066,0.04936798044570252,0.21773285655224356,0.9506320195542974,0.7822671434477564,0.3358323364169138
"Chambersburg, PA",1315.0396825396826,0.7858591981305068,174.14198076331377,274965.6435546815,1.2774520319339933,37490.15952712596,0.057390719751276784,0.2694592904746821,0.5136924868967052,0.18675281494960502,0.11666824474542663,0.813247185050395,0.8833317552545734,0.5128740747944207
"Champaign, IL",1238.552935323383,0.5622746133337367,127.29165047372992,213449.197494457,1.0243778249847402,24132.28219784652,0.06963078520951833,0.36752092425001903,0.37720032691642863,0.13645618971423548,0.07833716411848958,0.8635438102857645,0.9216628358815104,0.5250435134202401
"Charleston, SC",2046.2065583985247,0.819702036007638,305.5851059341114,440237.4062630171,2.300618885672249,82022.9768906601,0.05577553917831411,0.25651922521381715,0.5343525965635265,0.3278648533411726,0.2196495719750136,0.6721351466588275,0.7803504280249864,0.47537554118884895
"Charleston, WV",977.3400673400674,0.3648921953738259,82.24217640195303,142768.4215392503,0.8063480591505086,13896.935307263215,0.0821475833495609,0.4677996098041247,0.25670385980101257,0.08809289109001175,0.034295762258877455,0.9119071089099883,0.9657042377411226,0.5430828474180636
"Charlotte, NC",1784.1506156389794,0.745145002403254,256.5835576214643,382391.2378152022,1.6879919332883517,73681.34856945676,0.05598927294985364,0.2582315594249074,0.4888376046975422,0.2752587671898009,0.18360545225194258,0.7247412328101991,0.8163945477480574,0.4765316065160712
"Charlottesville, VA",1974.6179210220675,0.6875491341153668,249.90769905863186,450598.90759306337,1.8120097210299222,68794.61323008304,0.05258649023105085,0.2309700685508036,0.45367693172136664,0.26809183465840386,0.2261058542919292,0.7319081653415962,0.7738941457080708,0.4522621545758577
"Chattanooga, TN",1525.4107646614582,0.8134868490691469,238.96223869088342,308862.79442089034,1.7281295266336145,53509.11854754149,0.059265568746338516,0.2844796967106643,0.5305583980918968,0.25634122981223845,0.13778966033572376,0.7436587701877615,0.8622103396642762,0.5079121861158147
"Cheyenne, WY",1333.5800865800866,0.5122179651494131,141.6505977258867,373315.3419242993,1.5618179132242733,68614.48986943318,0.04286714003360224,0.15310321703370555,0.3466421377717635,0.15187137642161153,0.1779502345104088,0.8481286235783885,0.8220497654895912,0.4170646294096481
